"","id","DS1_Cell","DS1_Pt","DS76_Cell","DS81_Cell","DS76_Pt","DS81_Pt","DS76_C","DS81_C","K_C","N_C","S_C","DS1_C"
"10856","ACKR2",NA,NA,NA,NA,NA,NA,27,9,179,106,169,5
"10857","CSMD1",NA,NA,NA,NA,NA,NA,0,0,179,50,10,0
"10858","MB",NA,NA,NA,NA,NA,NA,17,125,1,0,1,46
"10859","NEGR1",NA,NA,NA,NA,NA,NA,118,164,15,11,8,49
"10860","KLF11",NA,NA,NA,NA,NA,NA,405,635,0,0,0,0
"10861","PITX1",NA,NA,NA,NA,NA,NA,2,161,0,0,0,3777
"10862","GPR171",NA,NA,NA,NA,NA,NA,157,7,0,0,0,70
"10863","GSC",NA,NA,NA,NA,NA,NA,0,296,0,0,0,692
"10864","TCEA3",NA,NA,NA,NA,NA,NA,17,62,1,1,0,69
"10865","CALML6",NA,NA,NA,NA,NA,NA,30,99,4,11,3,245
"10866","RARS2",NA,NA,NA,NA,NA,NA,759,686,1116,1079,1161,653
"10867","P2RY14",NA,NA,NA,NA,NA,NA,130,3,0,0,0,125
"10868","SFXN1",NA,NA,NA,NA,NA,NA,3143,3521,5772,4555,5797,2661
"10869","GNG12",NA,NA,NA,NA,NA,NA,561,565,0,0,2,0
"10870","PDK4",NA,NA,NA,NA,NA,NA,81,115,0,0,0,6
"10871","PLEKHG4",NA,NA,NA,NA,NA,NA,72,301,0,0,0,1
"10872","HLA-H",NA,NA,NA,NA,NA,NA,72,435,21,6,44,479
"10873","OVCH2",NA,NA,NA,NA,NA,NA,4,77,0,0,0,146
"10874","HLA-C",NA,NA,NA,NA,NA,NA,33588,34186,17331,20019,12405,27784
"10875","PIP4K2B",NA,NA,NA,NA,NA,NA,5897,5529,3947,3891,4042,5197
"10876","ENPP4",NA,NA,NA,NA,NA,NA,0,1,0,256,411,0
"10877","GPR173",NA,NA,NA,NA,NA,NA,0,45,0,1,0,882
"10878","COLQ",NA,NA,NA,NA,NA,NA,664,74,11,11,38,156
"10879","TES",NA,NA,NA,NA,NA,NA,0,1,3910,0,2781,0
"10880","LAMP3",NA,NA,NA,NA,NA,NA,219,24,0,0,1,7
"10881","CDR2L",NA,NA,NA,NA,NA,NA,193,93,6,0,0,84
"10882","CORO7-PAM16",NA,NA,NA,NA,NA,NA,52,19,0,0,0,53
"10883","NID2",NA,NA,NA,NA,NA,NA,81,22,1,2,2,27
"10884","FOXP2",NA,NA,NA,NA,NA,NA,0,0,0,446,274,0
"10885","HOXA9",NA,NA,NA,NA,NA,NA,0,0,5730,0,3054,0
"10886","EFNB3",NA,NA,NA,NA,NA,NA,11,19,0,1,0,179
"10887","CHAC1",NA,NA,NA,NA,NA,NA,81,123,349,393,209,74
"10888","ITM2A",NA,NA,NA,NA,NA,NA,2,70,1,0,0,191
"10889","PODXL2",NA,NA,NA,NA,NA,NA,148,172,4,4,2,4
"10890","C1QC",NA,NA,NA,NA,NA,NA,62,137,0,0,0,3
"10891","AADAT",NA,NA,NA,NA,NA,NA,0,0,253,0,371,0
"10892","SLAMF8",NA,NA,NA,NA,NA,NA,503,61,0,0,3,2
"10893","MMP12",NA,NA,NA,NA,NA,NA,322,288,0,0,0,0
"10894","PTPRO",NA,NA,NA,NA,NA,NA,232,19,0,0,0,3
"10895","IGSF6",NA,NA,NA,NA,NA,NA,381,69,0,7,3,17
"10896","FHOD3",NA,NA,NA,NA,NA,NA,1,3,0,610,156,0
"10897","MPP7",NA,NA,NA,NA,NA,NA,1,50,470,624,116,17
"10898","TMEM169",NA,NA,NA,NA,NA,NA,0,2,97,26,30,0
"10899","LZTS1",NA,NA,NA,NA,NA,NA,6,108,0,0,2,110
"10900","GPR55",NA,NA,NA,NA,NA,NA,39,7,0,0,1,92
"10901","FBLN1",NA,NA,NA,NA,NA,NA,19,217,3,13,60,2417
"10902","MS4A6A",NA,NA,NA,NA,NA,NA,702,35,6,1,0,2
"10903","ASB2",NA,NA,NA,NA,NA,NA,4076,273,99,1,33,93
"10904","C3orf70",NA,NA,NA,NA,NA,NA,2,85,0,0,0,97
"10905","BACE1",NA,NA,NA,NA,NA,NA,340,983,0,103,38,2415
"10906","CCL2",NA,NA,NA,NA,NA,NA,233,186,0,0,1,0
"10907","OLFML2A",NA,NA,NA,NA,NA,NA,30,4,0,1,1,134
"10908","SLC35G1",NA,NA,NA,NA,NA,NA,0,0,100,0,432,0
"10909","SCN3A",NA,NA,NA,NA,NA,NA,0,0,505,0,60,0
"10910","PRAME",NA,NA,NA,NA,NA,NA,8,25,0,1,3,215
"10911","KCNJ16",NA,NA,NA,NA,NA,NA,91,113,1,0,1,1
"10912","TLE6",NA,NA,NA,NA,NA,NA,13,27,262,182,40,5
"10913","CECR2",NA,NA,NA,NA,NA,NA,1412,1547,20,226,74,223
"10914","CD244",NA,NA,NA,NA,NA,NA,245,65,2,1,6,4
"10915","CD300LF",NA,NA,NA,NA,NA,NA,164,28,2,0,1,5
"10916","SCARF1",NA,NA,NA,NA,NA,NA,3272,870,567,555,843,2568
"10917","KLRG2",NA,NA,NA,NA,NA,NA,3,33,0,0,0,128
"10918","UMODL1",NA,NA,NA,NA,NA,NA,11,12,121,1648,0,2
"10919","ADAM33",NA,NA,NA,NA,NA,NA,1,39,0,2,0,324
"10920","FGF17",NA,NA,NA,NA,NA,NA,9,25,0,0,1,77
"10921","ETNK2",NA,NA,NA,NA,NA,NA,4,51,0,0,0,80
"10922","P2RY6",NA,NA,NA,NA,NA,NA,120,30,1,0,0,3
"10923","MCOLN2",NA,NA,NA,NA,NA,NA,5,24,1489,0,897,22
"10924","MMP9",NA,NA,NA,NA,NA,NA,2094,734,0,0,0,0
"10925","RBM24",NA,NA,NA,NA,NA,NA,0,468,0,0,0,49
"10926","MPPED2",NA,NA,NA,NA,NA,NA,0,0,0,2435,299,0
"10927","USP6",NA,NA,NA,NA,NA,NA,587,6,13,5,7,57
"10928","KSR2",NA,NA,NA,NA,NA,NA,61,57,0,1,0,4
"10929","PTPRD",NA,NA,NA,NA,NA,NA,0,0,2321,0,393,0
"10930","TNFRSF8",NA,NA,NA,NA,NA,NA,137,3,3,2,5,116
"10931","HS3ST1",NA,NA,NA,NA,NA,NA,8,43,0,0,0,53
"10932","WWTR1",NA,NA,NA,NA,NA,NA,42,896,0,0,6,1
"10933","FCER1G",NA,NA,NA,NA,NA,NA,700,123,3,4,0,0
"10934","HEYL",NA,NA,NA,NA,NA,NA,2,71,0,0,0,75
"10935","IRX2",NA,NA,NA,NA,NA,NA,0,1971,0,0,0,580
"10936","LOXHD1",NA,NA,NA,NA,NA,NA,5,121,0,0,0,17
"10937","YARS2",NA,NA,NA,NA,NA,NA,569,402,782,1110,834,437
"10938","PECR",NA,NA,NA,NA,NA,NA,0,28,325,259,109,5
"10939","CYB5R2",NA,NA,NA,NA,NA,NA,0,125,0,0,0,293
"10940","TRIM56",NA,NA,NA,NA,NA,NA,5689,6990,4813,3227,3675,6975
"10941","DKK1",NA,NA,NA,NA,NA,NA,36,62,0,0,0,7
"10942","NCALD",NA,NA,NA,NA,NA,NA,218,157,20,0,21,264
"10943","C3",NA,NA,NA,NA,NA,NA,93,37,2,1,3,7
"10944","ZKSCAN7",NA,NA,NA,NA,NA,NA,4,50,1,0,2,94
"10945","NXPH3",NA,NA,NA,NA,NA,NA,8,31,0,0,0,62
"10946","ERRFI1",NA,NA,NA,NA,NA,NA,1,50,0,0,0,117
"10947","GPX3",NA,NA,NA,NA,NA,NA,45,14,0,1,3,60
"10948","BFSP1",NA,NA,NA,NA,NA,NA,0,1,35,53,6,1
"10949","PHYHD1",NA,NA,NA,NA,NA,NA,1,6,0,2742,867,51
"10950","NPTXR",NA,NA,NA,NA,NA,NA,2,70,0,0,0,60
"10951","HAVCR2",NA,NA,NA,NA,NA,NA,317,48,7,5,1,4
"10952","GARNL3",NA,NA,NA,NA,NA,NA,0,64,1,1,1,174
"10953","ASCL2",NA,NA,NA,NA,NA,NA,5,21,0,0,0,90
"10954","HSPA1L",NA,NA,NA,NA,NA,NA,43,42,6,1,0,74
"10955","SERPINF2",NA,NA,NA,NA,NA,NA,37,20,2,4,0,78
"10956","TNFRSF25",NA,NA,NA,NA,NA,NA,2,11,1,1,2,172
"10957","POMC",NA,NA,NA,NA,NA,NA,0,0,18,0,343,1
"10958","NIPSNAP1",NA,NA,NA,NA,NA,NA,922,1965,4137,5824,2688,2125
"10959","LRRN2",NA,NA,NA,NA,NA,NA,1,36,1,2,1,126
"10960","LDB2",NA,NA,NA,NA,NA,NA,21,403,0,0,0,0
"10961","ADAMTSL4",NA,NA,NA,NA,NA,NA,108,2,1,0,0,21
"10962","PTGDR2",NA,NA,NA,NA,NA,NA,4,5,19,50,35,2
"10963","INA",NA,NA,NA,NA,NA,NA,32,356,0,0,0,0
"10964","PI16",NA,NA,NA,NA,NA,NA,7,16,449,4,123,1
"10965","RADIL",NA,NA,NA,NA,NA,NA,98,40,0,0,0,1
"10966","NFATC4",NA,NA,NA,NA,NA,NA,9,95,1806,970,532,293
"10967","PEAR1",NA,NA,NA,NA,NA,NA,47,8,2,2,9,192
"10968","TYROBP",NA,NA,NA,NA,NA,NA,327,35,0,0,0,0
"10969","YWHAE",NA,NA,NA,NA,NA,NA,21722,8968,31805,29224,27848,12275
"10970","IL24",NA,NA,NA,NA,NA,NA,217,173,2,0,0,0
"10971","TEAD3",NA,NA,NA,NA,NA,NA,2,2,10,13,165,5
"10972","MAP9",NA,NA,NA,NA,NA,NA,1,0,22,0,284,0
"10973","FSD1L",NA,NA,NA,NA,NA,NA,253,150,496,347,432,191
"10974","EBF3",NA,NA,NA,NA,NA,NA,3,266,0,0,14,767
"10975","TNFSF8",NA,NA,NA,NA,NA,NA,279,23,1,0,0,0
"10976","AICDA",NA,NA,NA,NA,NA,NA,37,5,0,0,0,46
"10977","EPHA2",NA,NA,NA,NA,NA,NA,22,4,0,1,0,66
"10978","DDR2",NA,NA,NA,NA,NA,NA,1,396,11,27,19,761
"10979","KRT8",NA,NA,NA,NA,NA,NA,40,120,6,2,0,19
"10980","RRN3P1",NA,NA,NA,NA,NA,NA,366,1007,245,310,196,680
"10981","ANXA1",NA,NA,NA,NA,NA,NA,350,15,0,0,0,0
"10982","CHN2",NA,NA,NA,NA,NA,NA,1620,475,0,0,60,332
"10983","NBPF20",NA,NA,NA,NA,NA,NA,524,1044,394,341,284,677
"10984","RHPN2",NA,NA,NA,NA,NA,NA,6,100,1,1,0,6
"10985","SSPN",NA,NA,NA,NA,NA,NA,13,4,0,0,2,156
"10986","APOC1",NA,NA,NA,NA,NA,NA,3,4,9,85,27,2
"10987","TMEM50B",NA,NA,NA,NA,NA,NA,1016,1215,639,796,445,1476
"10988","DUSP8",NA,NA,NA,NA,NA,NA,9,69,6,5,2,74
"10989","SSH1",NA,NA,NA,NA,NA,NA,3290,2390,1370,1041,604,1577
"10990","SEZ6",NA,NA,NA,NA,NA,NA,47,19,0,0,0,9
"10991","RASGEF1A",NA,NA,NA,NA,NA,NA,3,298,8,0,0,184
"10992","MACC1",NA,NA,NA,NA,NA,NA,28,36,50,348,158,41
"10993","MAML1",NA,NA,NA,NA,NA,NA,3483,4129,2888,2690,2757,3625
"10994","DOCK5",NA,NA,NA,NA,NA,NA,0,1,107,0,527,7
"10995","THSD1",NA,NA,NA,NA,NA,NA,5,30,273,68,49,11
"10996","GPC4",NA,NA,NA,NA,NA,NA,24,230,1,0,0,0
"10997","EPB41L1",NA,NA,NA,NA,NA,NA,116,31,1,42,10,750
"10998","SIGLEC7",NA,NA,NA,NA,NA,NA,240,17,1,0,0,0
"10999","ZNF843",NA,NA,NA,NA,NA,NA,26,40,13,5,3,127
"11000","TAF9",NA,NA,NA,NA,NA,NA,1386,1136,1541,2739,2193,1143
"11001","LINC00869",NA,NA,NA,NA,NA,NA,843,307,250,166,277,773
"11002","SLFN12L",NA,NA,NA,NA,NA,NA,112,17,0,0,2,5
"11003","TMEM204",NA,NA,NA,NA,NA,NA,831,16,1,0,27,116
"11004","TMEM74",NA,NA,NA,NA,NA,NA,0,0,0,165,88,0
"11005","FCGBP",NA,NA,NA,NA,NA,NA,120,474,9,15,7,1
"11006","ITGA9",NA,NA,NA,NA,NA,NA,559,527,37,0,8,11
"11007","UPP1",NA,NA,NA,NA,NA,NA,98,17,2,0,2,6
"11008","KIR3DX1",NA,NA,NA,NA,NA,NA,2035,250,74,62,14,7
"11009","LRTM2",NA,NA,NA,NA,NA,NA,1,30,1,0,1,75
"11010","ZC2HC1A",NA,NA,NA,NA,NA,NA,0,0,86,0,160,0
"11011","MMP16",NA,NA,NA,NA,NA,NA,0,0,24,0,255,0
"11012","PPP1R3B",NA,NA,NA,NA,NA,NA,676,645,263,210,225,309
"11013","VWA2",NA,NA,NA,NA,NA,NA,96,20,2,0,0,5
"11014","CECR7",NA,NA,NA,NA,NA,NA,42,79,29,22,23,362
"11015","TLCD1",NA,NA,NA,NA,NA,NA,24,24,84,97,85,5
"11016","TMCC3",NA,NA,NA,NA,NA,NA,31,8,771,509,0,13
"11017","IFI44L",NA,NA,NA,NA,NA,NA,376,2,0,0,6,33
"11018","AFF4",NA,NA,NA,NA,NA,NA,2836,3102,2217,2177,2227,4246
"11019","C1QA",NA,NA,NA,NA,NA,NA,31,70,0,0,0,1
"11020","CD209",NA,NA,NA,NA,NA,NA,253,20,0,0,0,0
"11021","PEX6",NA,NA,NA,NA,NA,NA,1520,2026,408,795,891,1128
"11022","SPATA6",NA,NA,NA,NA,NA,NA,0,9,3,271,163,9
"11023","FAM153A",NA,NA,NA,NA,NA,NA,1,34,3,2,0,156
"11024","KCNG1",NA,NA,NA,NA,NA,NA,3,132,1419,278,113,27
"11025","JAG1",NA,NA,NA,NA,NA,NA,4,90,0,0,0,4
"11026","RPS10P7",NA,NA,NA,NA,NA,NA,113,143,26,83,40,432
"11027","C1QL4",NA,NA,NA,NA,NA,NA,1,0,19,18,12,0
"11028","C22orf15",NA,NA,NA,NA,NA,NA,31,14,0,5,2,82
"11029","ZNF702P",NA,NA,NA,NA,NA,NA,2,173,6,4,22,322
"11030","PRTFDC1",NA,NA,NA,NA,NA,NA,0,40,0,0,0,190
"11031","STAG3L3",NA,NA,NA,NA,NA,NA,3094,1851,1540,710,1640,3987
"11032","SOBP",NA,NA,NA,NA,NA,NA,7,115,178,540,267,20
"11033","EBF4",NA,NA,NA,NA,NA,NA,0,22,0,0,1,166
"11034","PKDCC",NA,NA,NA,NA,NA,NA,0,20,243,0,1099,9
"11035","RGS1",NA,NA,NA,NA,NA,NA,388,1185,39,4,21,0
"11036","PRF1",NA,NA,NA,NA,NA,NA,9,4,707,0,37,0
"11037","HTR1F",NA,NA,NA,NA,NA,NA,1,21,370,0,860,0
"11038","GGT7",NA,NA,NA,NA,NA,NA,8,123,10,11,30,392
"11039","PDZD4",NA,NA,NA,NA,NA,NA,0,23,0,0,0,207
"11040","F8",NA,NA,NA,NA,NA,NA,79,153,50,40,69,461
"11041","GLB1L3",NA,NA,NA,NA,NA,NA,4,6,1,0,0,65
"11042","ELOVL2",NA,NA,NA,NA,NA,NA,0,1038,4,25,0,348
"11043","SLC4A11",NA,NA,NA,NA,NA,NA,4,336,23,66,3,1069
"11044","CHD5",NA,NA,NA,NA,NA,NA,9,36,403,166,95,74
"11045","VWF",NA,NA,NA,NA,NA,NA,26,7,0,0,0,25
"11046","GHRL",NA,NA,NA,NA,NA,NA,60,9,0,1,0,3
"11047","TRIM71",NA,NA,NA,NA,NA,NA,0,38,1,0,0,124
"11048","SALL4",NA,NA,NA,NA,NA,NA,4,16,3,0,8,295
"11049","NRG3",NA,NA,NA,NA,NA,NA,0,0,47,1,33,0
"11050","ACP5",NA,NA,NA,NA,NA,NA,466,65,0,5,0,0
"11051","COPZ2",NA,NA,NA,NA,NA,NA,0,99,2,0,0,132
"11052","CCDC169-SOHLH2",NA,NA,NA,NA,NA,NA,9,14,0,0,0,33
"11053","PLA2G2C",NA,NA,NA,NA,NA,NA,49,12,1,0,0,3
"11054","SH2D3A",NA,NA,NA,NA,NA,NA,50,69,220,186,89,62
"11055","TBC1D5",NA,NA,NA,NA,NA,NA,5631,6398,4328,4009,4454,5100
"11056","HIP1",NA,NA,NA,NA,NA,NA,446,405,2645,1534,404,622
"11057","FGF16",NA,NA,NA,NA,NA,NA,8,0,0,0,0,223
"11058","SKA1",NA,NA,NA,NA,NA,NA,806,1183,1600,1240,1743,778
"11059","TSKS",NA,NA,NA,NA,NA,NA,53,0,0,0,0,134
"11060","LRTOMT",NA,NA,NA,NA,NA,NA,109,92,237,157,185,69
"11061","CCDC120",NA,NA,NA,NA,NA,NA,5,465,46,0,0,1458
"11062","VENTX",NA,NA,NA,NA,NA,NA,388,429,3,2,62,25
"11063","MAGED4",NA,NA,NA,NA,NA,NA,0,0,84,0,91,0
"11064","TNNT1",NA,NA,NA,NA,NA,NA,2,2,151,25,0,2
"11065","MYO6",NA,NA,NA,NA,NA,NA,1,43,13549,0,1391,129
"11066","B4GALNT2",NA,NA,NA,NA,NA,NA,16,30,11,5,6,116
"11067","CACNA1A",NA,NA,NA,NA,NA,NA,35,8,83,15,472,23
"11068","CYP51A1",NA,NA,NA,NA,NA,NA,2443,3945,3428,6902,6134,2016
"11069","RANBP3L",NA,NA,NA,NA,NA,NA,11,70,0,1,7,61
"11070","COL6A1",NA,NA,NA,NA,NA,NA,35,17,0,0,0,5
"11071","ECEL1",NA,NA,NA,NA,NA,NA,11,9,0,0,0,34
"11072","EFNA1",NA,NA,NA,NA,NA,NA,176,4,0,9,0,150
"11073","PSD3",NA,NA,NA,NA,NA,NA,8358,6642,2255,965,2433,1653
"11074","APOBEC3B",NA,NA,NA,NA,NA,NA,407,343,3843,289,1518,9
"11075","ARHGAP27",NA,NA,NA,NA,NA,NA,1153,1157,2801,1441,1646,1074
"11076","GGN",NA,NA,NA,NA,NA,NA,11,6,0,1,0,33
"11077","NBPF13P",NA,NA,NA,NA,NA,NA,54,21,0,0,0,1
"11078","ACE",NA,NA,NA,NA,NA,NA,4,6,0,1,0,53
"11079","QPCT",NA,NA,NA,NA,NA,NA,62,5,0,0,0,4
"11080","KLHL29",NA,NA,NA,NA,NA,NA,1,74,0,0,0,9
"11081","CEMIP",NA,NA,NA,NA,NA,NA,31,9,0,0,0,12
"11082","HOXA7",NA,NA,NA,NA,NA,NA,0,0,4363,0,3946,19
"11083","TCTE1",NA,NA,NA,NA,NA,NA,5,117,1,0,5,19
"11084","PRR3",NA,NA,NA,NA,NA,NA,829,1222,1573,2593,1946,1443
"11085","CTSW",NA,NA,NA,NA,NA,NA,1,4,0,0,0,88
"11086","OTOA",NA,NA,NA,NA,NA,NA,79,22,7,1,0,27
"11087","KIF26A",NA,NA,NA,NA,NA,NA,4,1000,51,1,0,414
"11088","GMPR",NA,NA,NA,NA,NA,NA,65,2,0,0,0,7
"11089","CSTA",NA,NA,NA,NA,NA,NA,1,35,2,1,3,67
"11090","GABBR1",NA,NA,NA,NA,NA,NA,45,262,11,4,187,2280
"11091","CLCF1",NA,NA,NA,NA,NA,NA,42,1,4,1,3,86
"11092","MSANTD3-TMEFF1",NA,NA,NA,NA,NA,NA,7,0,13,111,67,0
"11093","RNF32",NA,NA,NA,NA,NA,NA,0,0,19,7,23,0
"11094","PCDHGA2",NA,NA,NA,NA,NA,NA,3,15,2,0,1,57
"11095","FCRLB",NA,NA,NA,NA,NA,NA,14,23,240,73,77,0
"11096","SLC35F3",NA,NA,NA,NA,NA,NA,19,1,0,0,0,52
"11097","RPP21",NA,NA,NA,NA,NA,NA,338,374,550,672,463,362
"11098","DNM1P46",NA,NA,NA,NA,NA,NA,77,60,30,14,35,148
"11099","TREM2",NA,NA,NA,NA,NA,NA,160,18,0,0,0,0
"11100","QSOX2",NA,NA,NA,NA,NA,NA,1260,1312,2399,2134,1563,1505
"11101","RNF24",NA,NA,NA,NA,NA,NA,2849,3912,1668,1654,712,1904
"11102","DNAH6",NA,NA,NA,NA,NA,NA,6,133,9,0,16,265
"11103","TNFAIP8L3",NA,NA,NA,NA,NA,NA,77,5,0,0,0,1
"11104","STAG3L5P",NA,NA,NA,NA,NA,NA,821,603,619,282,435,2287
"11105","HMX2",NA,NA,NA,NA,NA,NA,7,384,15,0,14,85
"11106","ADM",NA,NA,NA,NA,NA,NA,690,59,2,144,7,948
"11107","LRRC37A",NA,NA,NA,NA,NA,NA,1236,1151,54,71,41,0
"11108","CAP2",NA,NA,NA,NA,NA,NA,6,1423,0,0,44,203
"11109","RPUSD2",NA,NA,NA,NA,NA,NA,708,708,978,1328,1197,285
"11110","GOLGA6L5P",NA,NA,NA,NA,NA,NA,132,220,79,45,130,523
"11111","PLA2G4C",NA,NA,NA,NA,NA,NA,166,32,12,6,0,29
"11112","GABRD",NA,NA,NA,NA,NA,NA,7,67,4,0,5,53
"11113","CROCCP3",NA,NA,NA,NA,NA,NA,26,55,40,21,13,444
"11114","LRCH1",NA,NA,NA,NA,NA,NA,1617,1753,1143,1086,980,1284
"11115","LRRC37A6P",NA,NA,NA,NA,NA,NA,8,11,0,0,1,22
"11116","SDHAP2",NA,NA,NA,NA,NA,NA,432,484,332,258,316,1236
"11117","HOXA10",NA,NA,NA,NA,NA,NA,0,37,10064,0,2773,0
"11118","SPP1",NA,NA,NA,NA,NA,NA,3958,1122,20,388,72,12
"11119","S100A9",NA,NA,NA,NA,NA,NA,74,78,0,0,0,0
"11120","MRGPRX3",NA,NA,NA,NA,NA,NA,13,15,3,1,2,23
"11121","PLCH2",NA,NA,NA,NA,NA,NA,7,8,154,7,57,0
"11122","ARNT2",NA,NA,NA,NA,NA,NA,64,3,0,0,0,3
"11123","SULT1A4",NA,NA,NA,NA,NA,NA,110,41,20,13,40,152
"11124","OR2A9P",NA,NA,NA,NA,NA,NA,51,203,3,0,0,0
"11125","HTR7",NA,NA,NA,NA,NA,NA,43,123,0,0,9,39
"11126","LTN1",NA,NA,NA,NA,NA,NA,1669,1728,1294,1179,726,1834
"11127","CHCHD10",NA,NA,NA,NA,NA,NA,759,689,1004,1097,2057,847
"11128","SSTR2",NA,NA,NA,NA,NA,NA,44,78,7,5,3,5
"11129","TIGD4",NA,NA,NA,NA,NA,NA,2,2,17,27,17,5
"11130","CHI3L2",NA,NA,NA,NA,NA,NA,188,271,4110,50,363,8
"11131","ZNF767P",NA,NA,NA,NA,NA,NA,437,420,284,232,349,1565
"11132","CLEC18B",NA,NA,NA,NA,NA,NA,9,18,4,0,1,57
"11133","FAM50B",NA,NA,NA,NA,NA,NA,19,142,0,0,0,0
"11134","MTRNR2L8",NA,NA,NA,NA,NA,NA,13748,8179,8584,5454,9678,37197
"11135","CD68",NA,NA,NA,NA,NA,NA,1431,241,176,106,74,94
"11136","KCNQ3",NA,NA,NA,NA,NA,NA,37,157,0,0,6,4
"11137","CCM2L",NA,NA,NA,NA,NA,NA,1,6,37,0,264,0
"11138","FHDC1",NA,NA,NA,NA,NA,NA,2,4,22,57,19,9
"11139","MNDA",NA,NA,NA,NA,NA,NA,141,18,0,0,0,0
"11140","GIMAP2",NA,NA,NA,NA,NA,NA,1055,417,206,423,271,615
"11141","MEFV",NA,NA,NA,NA,NA,NA,51,3,1,1,0,5
"11142","EPSTI1",NA,NA,NA,NA,NA,NA,445,27,0,0,26,179
"11143","ALDH3B1",NA,NA,NA,NA,NA,NA,364,2967,4,619,107,2474
"11144","ABHD12B",NA,NA,NA,NA,NA,NA,8,3,178,5,14,7
"11145","DYDC2",NA,NA,NA,NA,NA,NA,19,7,0,0,0,19
"11146","TMEM150C",NA,NA,NA,NA,NA,NA,4,5,0,0,0,49
"11147","KCNK3",NA,NA,NA,NA,NA,NA,3138,1810,90,0,270,48
"11148","IGSF9",NA,NA,NA,NA,NA,NA,60,82,0,0,0,0
"11149","PCLO",NA,NA,NA,NA,NA,NA,6,57,0,0,2,9
"11150","CAPS2",NA,NA,NA,NA,NA,NA,9,119,2,26,6,183
"11151","KCNH4",NA,NA,NA,NA,NA,NA,0,63,0,0,0,77
"11152","FABP3",NA,NA,NA,NA,NA,NA,43,16,3,0,0,16
"11153","STAG3L1",NA,NA,NA,NA,NA,NA,615,389,226,131,400,883
"11154","GBAP1",NA,NA,NA,NA,NA,NA,177,282,187,198,130,1536
"11155","TWF2",NA,NA,NA,NA,NA,NA,3085,2136,3658,3008,5306,2106
"11156","RP9P",NA,NA,NA,NA,NA,NA,6,33,3,4,6,60
"11157","NLRP11",NA,NA,NA,NA,NA,NA,7,2,0,218,30,3
"11158","HOXC11",NA,NA,NA,NA,NA,NA,1,3,0,0,0,72
"11159","ANK2",NA,NA,NA,NA,NA,NA,6,87,173,28,652,9
"11160","HERC2P2",NA,NA,NA,NA,NA,NA,2067,2794,1539,646,2241,6573
"11161","MTRNR2L6",NA,NA,NA,NA,NA,NA,2539,1409,1560,1065,1524,5604
"11162","SDHAP1",NA,NA,NA,NA,NA,NA,870,777,426,340,801,2256
"11163","LPIN3",NA,NA,NA,NA,NA,NA,8,97,15,0,0,305
"11164","GPR34",NA,NA,NA,NA,NA,NA,214,26,3,0,0,0
"11165","SORBS2",NA,NA,NA,NA,NA,NA,0,4,107,0,160,0
"11166","VCAN",NA,NA,NA,NA,NA,NA,35,103,0,0,0,0
"11167","CCDC113",NA,NA,NA,NA,NA,NA,6,51,6,0,0,104
"11168","HSPA1A",NA,NA,NA,NA,NA,NA,623,2667,706,2,15,3993
"11169","FOXD1",NA,NA,NA,NA,NA,NA,0,21,0,0,0,123
"11170","C16orf96",NA,NA,NA,NA,NA,NA,6,19,6,7,2,116
"11171","YPEL4",NA,NA,NA,NA,NA,NA,44,5,2,2,0,15
"11172","RAB11FIP5",NA,NA,NA,NA,NA,NA,3,371,9,2,137,1754
"11173","MAGT1",NA,NA,NA,NA,NA,NA,2490,3083,2028,2075,2276,5469
"11174","WDR36",NA,NA,NA,NA,NA,NA,2441,2856,2896,4899,3606,2211
"11175","CD276",NA,NA,NA,NA,NA,NA,101,15,6,1,0,7
"11176","MAT1A",NA,NA,NA,NA,NA,NA,5,3,0,0,0,47
"11177","MTURN",NA,NA,NA,NA,NA,NA,128,375,0,44,65,442
"11178","HLA-E",NA,NA,NA,NA,NA,NA,23758,28482,17129,7182,9987,13854
"11179","MPP3",NA,NA,NA,NA,NA,NA,0,31,0,0,0,102
"11180","SNX10",NA,NA,NA,NA,NA,NA,4,109,2091,0,616,56
"11181","RASL11B",NA,NA,NA,NA,NA,NA,4,7,0,0,0,38
"11182","EPC2",NA,NA,NA,NA,NA,NA,1710,2044,1033,1308,1389,1605
"11183","SPATC1L",NA,NA,NA,NA,NA,NA,609,293,684,1278,1174,668
"11184","JPH3",NA,NA,NA,NA,NA,NA,0,100,0,1,0,11
"11185","NCR3",NA,NA,NA,NA,NA,NA,16,2,283,0,146,9
"11186","FRRS1",NA,NA,NA,NA,NA,NA,11,12,21,74,128,0
"11187","GUSBP5",NA,NA,NA,NA,NA,NA,1,5,0,0,0,58
"11188","ANKRD29",NA,NA,NA,NA,NA,NA,27,1,0,0,1,21
"11189","KCNG2",NA,NA,NA,NA,NA,NA,112,51,9,5,0,8
"11190","PTX4",NA,NA,NA,NA,NA,NA,9,22,0,1,7,93
"11191","GIMAP5",NA,NA,NA,NA,NA,NA,495,26,0,0,16,4
"11192","SLX1A",NA,NA,NA,NA,NA,NA,247,149,146,124,209,1500
"11193","TIMM22",NA,NA,NA,NA,NA,NA,876,562,927,1235,1147,723
"11194","MAST3",NA,NA,NA,NA,NA,NA,2520,2588,2042,1383,1963,2538
"11195","AIM2",NA,NA,NA,NA,NA,NA,5,44,0,0,0,3
"11196","PATL1",NA,NA,NA,NA,NA,NA,3539,3265,3909,4643,3969,2930
